fips,area_sqmi,e_totpop,rpl_theme1,rpl_theme2,rpl_theme3,rpl_theme4,rpl_themes
48201531100,0.637492,3262,0.1125,0.1233,0.2598,0.0468,0.0455
48201531200,0.739358,3573,0.1547,0.0542,0.5453,0.2455,0.1548
48201531300,0.594879,6275,0.8188,0.5631,0.8007,0.8818,0.8573
48201531400,0.411269,2150,0.3677,0.4685,0.4686,0.4184,0.4032
48201531500,0.736578,3014,0.2921,0.2775,0.623,0.5231,0.4013
48201531600,0.909399,3153,0.0887,0.2459,0.5432,0.3806,0.232
48201531700,0.719184,3425,0.039,0.1829,0.1117,0.1849,0.0707
48201531800,1.253476,2366,0.8538,0.7485,0.8016,0.4594,0.7744
48201531900,1.673333,5077,0.7333,0.7539,0.8397,0.5045,0.7416
48201532001,0.749744,6327,0.7509,0.3266,0.8629,0.8824,0.7984
48201532002,0.246715,1284,0.1025,0.4091,0.574,0.1765,0.2147
48201532100,0.728294,7176,0.8373,0.557,0.8833,0.6568,0.8066
48201532200,0.718195,4083,0.9522,0.4177,0.939,0.6578,0.8491
48201532300,2.395651,7429,0.4489,0.2279,0.7829,0.554,0.5092
48201532400,1.795675,6824,0.2976,0.7372,0.7567,0.4602,0.5204
48201532501,1.856481,8663,0.6646,0.2523,0.8481,0.3098,0.5524
48201532502,1.04077,5336,0.7302,0.2477,0.8728,0.0788,0.4574
48201532600,1.033089,6534,0.7194,0.7951,0.9051,0.4301,0.7387
48201532700,1.01613,4934,0.6104,0.4371,0.7594,0.5129,0.6137
48201532800,0.512697,1951,0.6713,0.1414,0.821,0.353,0.5219
48201532900,0.658932,6684,0.8741,0.4392,0.9118,0.4794,0.7579
48201533000,0.683895,2422,0.9136,0.8569,0.8611,0.6819,0.9098
48201533100,1.345403,7864,0.7166,0.5623,0.7385,0.4316,0.649
48201533200,1.034282,3921,0.6172,0.5135,0.8585,0.3144,0.5937
48201533300,1.36609,6199,0.901,0.9132,0.8275,0.7976,0.9357
48201533400,2.642431,12175,0.9275,0.7663,0.9464,0.6171,0.8948
48201533500,1.031231,4357,0.6308,0.381,0.8422,0.2137,0.5288
48201533600,1.356669,5468,0.938,0.4059,0.951,0.8983,0.9194
48201533701,3.392084,5751,0.8542,0.6497,0.9818,0.54,0.828
48201533702,0.379444,3757,0.8457,0.1871,0.942,0.1989,0.5914
48201533801,3.271241,11051,0.7429,0.5681,0.9539,0.2969,0.6722
48201533802,2.136076,7441,0.6415,0.5397,0.9543,0.4709,0.6784
48201533901,1.118269,9749,0.7507,0.4647,0.9076,0.3088,0.6477
48201533902,0.747822,4761,0.9854,0.8039,0.9617,0.6869,0.9432
48201534001,1.461566,3462,0.8614,0.4306,0.9313,0.9889,0.9441
48201534002,1.258625,5991,0.6068,0.5915,0.8189,0.2271,0.5601
48201534003,0.504762,2897,0.7855,0.4675,0.9216,0.2394,0.6415
48201534100,4.862279,8510,0.7665,0.72,0.8439,0.7573,0.8335
48201534201,1.348732,3018,0.5438,0.191,0.8326,0.9499,0.7014
48201534202,1.776935,9378,0.2859,0.0678,0.5631,0.1565,0.1813
48201534203,1.630744,2226,0.7265,0.3185,0.7865,0.9825,0.8412
48201540100,8.600658,11422,0.1071,0.0944,0.5746,0.3056,0.183
48201540200,0.966992,2624,0.4116,0.0975,0.8491,0.4236,0.4211
48201540501,0.662765,6645,0.7574,0.3756,0.8686,0.3881,0.6486
48201540502,1.370604,5156,0.2944,0.3323,0.4485,0.0184,0.1319
48201540601,0.772758,4128,0.2228,0.0373,0.6389,0.1669,0.1557
48201540602,1.053047,7610,0.5222,0.4049,0.7846,0.6449,0.615
48201540700,2.992074,7201,0.2619,0.0981,0.6517,0.3791,0.2907
48201540800,3.685603,7219,0.587,0.2994,0.7793,0.4067,0.5432
48201540901,0.607594,2488,0.0447,0.0912,0.2542,0.0668,0.0355
48201540902,1.745762,6654,0.1098,0.0908,0.378,0.3129,0.1492
48201541001,2.053747,11518,0.407,0.3199,0.6394,0.3365,0.4069
48201541002,2.798597,8937,0.2071,0.5369,0.4526,0.3156,0.3086
48201541003,2.79091,14425,0.2295,0.1186,0.3187,0.0551,0.0881
48201541100,1.305939,7060,0.2892,0.1814,0.4327,0.0589,0.1465
48201541201,1.734003,9331,0.1412,0.2201,0.4105,0.1619,0.1546
48201541202,1.235867,8783,0.4984,0.2534,0.5465,0.7211,0.5267
48201541203,0.591242,2719,0.0205,0.0894,0.1052,0.0796,0.0209
48201541300,2.049002,12908,0.5534,0.4038,0.7565,0.3182,0.5154
48201541400,1.708531,16884,0.4277,0.208,0.7814,0.1843,0.3612
48201541500,1.186599,5513,0.5467,0.3955,0.6601,0.1253,0.3961
48201541601,1.763057,6198,0.3362,0.1638,0.4818,0.292,0.2725
48201541602,1.957035,10425,0.7597,0.4233,0.7563,0.6451,0.7081
48201541700,8.205103,10881,0.3164,0.1653,0.5128,0.2398,0.255
48201541800,1.943948,6636,0.6325,0.221,0.5836,0.4566,0.4988
48201541900,2.130905,7293,0.3644,0.1954,0.5847,0.3522,0.3418
48201542000,2.083663,16250,0.3324,0.1892,0.4231,0.0169,0.1087
48201542101,3.512877,24020,0.4734,0.543,0.7531,0.1769,0.4478
48201542102,2.449238,16596,0.4418,0.4208,0.6561,0.0692,0.3155
48201542200,9.192453,23196,0.45,0.4122,0.7777,0.1997,0.4316
48201542301,2.299812,13634,0.469,0.1199,0.6869,0.1295,0.297
48201542302,1.716015,8534,0.4611,0.121,0.6354,0.2459,0.3318
48201542400,2.217542,12874,0.5619,0.2852,0.7664,0.7949,0.6459
48201542500,1.673148,3039,0.0923,0.3792,0.0807,0.2899,0.1471
48201542600,1.764915,5773,0.1721,0.2228,0.4761,0.0767,0.1373
48201542700,1.853312,5142,0.4646,0.3229,0.58,0.5958,0.4935
48201542800,3.455457,8714,0.2134,0.2998,0.4499,0.3591,0.2727
48201542900,20.885198,20768,0.2771,0.2632,0.5677,0.2981,0.3026
48201543001,41.991189,14126,0.133,0.0826,0.4042,0.0209,0.0374
48201543002,13.153578,20582,0.1458,0.1925,0.3919,0.093,0.1162
48201543003,2.355038,22394,0.5249,0.339,0.7699,0.1554,0.4201
48201543100,49.175561,3633,0.3216,0.4924,0.6391,0.7796,0.5555
48201543200,15.554894,8175,0.4112,0.2101,0.6417,0.6108,0.4618
48201550100,1.347784,5456,0.8793,0.5629,0.9369,0.9952,0.9675
48201550200,0.967571,4414,0.8359,0.7952,0.8667,0.91,0.9284
48201550301,1.092765,7828,0.6434,0.6608,0.8235,0.732,0.7506
48201550302,3.427095,12258,0.7206,0.5861,0.7578,0.6225,0.7131
48201550401,3.852082,14904,0.7413,0.6468,0.863,0.798,0.8237
48201550402,1.820228,11568,0.5715,0.4624,0.8093,0.4775,0.6048
48201550500,1.6893,6443,0.693,0.4716,0.9051,0.7844,0.7738
48201550601,0.785877,7061,0.5878,0.3725,0.9218,0.1368,0.4791
48201550602,0.433468,3160,0.7561,0.3172,0.8864,0.0783,0.4916
48201550603,0.671512,6406,0.7296,0.3789,0.97,0.7865,0.7903
48201550700,2.340768,3892,0.6766,0.4106,0.8674,0.2294,0.5672
48201550800,0.768478,3669,0.8281,0.7177,0.9279,0.3698,0.7567
48201550900,1.229652,9779,0.7893,0.5587,0.8539,0.2768,0.6588
48201551000,0.42896,3908,0.934,0.2689,0.9109,0.0838,0.5799
48201551100,1.779734,10894,0.7741,0.6782,0.872,0.9002,0.8861
48201551200,1.378362,7718,0.4803,0.7975,0.6563,0.3923,0.5701
48201551300,0.76699,4434,0.3982,0.0768,0.767,0.3284,0.3475
48201551400,3.055854,5130,0.3282,0.2377,0.6714,0.3873,0.3765
48201551500,3.828041,8775,0.6154,0.4193,0.7959,0.4378,0.5991
48201551600,1.179958,9294,0.6018,0.2335,0.7337,0.8218,0.6513
48201551701,1.739005,8750,0.203,0.3264,0.5891,0.076,0.1878
48201551702,0.799827,3921,0.1029,0.1707,0.3761,0.0084,0.0323
48201551703,1.193585,8396,0.222,0.064,0.5444,0.1581,0.154
48201551800,2.324285,4385,0.0591,0.2017,0.2131,0.0702,0.0555
48201551900,0.691428,5758,0.5609,0.0571,0.6794,0.4765,0.4265
48201552001,1.704647,8572,0.3431,0.3647,0.4836,0.507,0.4023
48201552002,0.644819,1366,0.2664,0.1385,0.5021,0.1433,0.1866
48201552101,0.899224,4270,0.294,0.0939,0.5421,0.2722,0.2391
48201552102,1.222289,6629,0.3623,0.4984,0.4874,0.1028,0.2776
48201552103,0.602232,3309,0.2568,0.3884,0.4363,0.1845,0.2494
48201552200,3.85426,7798,0.5406,0.8131,0.5507,0.8045,0.6959
48201552301,1.650322,4220,0.2681,0.6482,0.1109,0.0625,0.1659
48201552302,1.400686,4450,0.2717,0.2197,0.5409,0.6766,0.3998
48201552400,2.360219,7709,0.4988,0.8054,0.5997,0.694,0.6546
48201552500,2.110742,11478,0.4882,0.6049,0.6905,0.385,0.5373
48201552601,1.124294,5959,0.6122,0.6326,0.6773,0.7165,0.6872
48201552602,2.013361,6964,0.2151,0.185,0.4099,0.534,0.2867
48201552700,1.918852,8620,0.2426,0.6041,0.5264,0.8471,0.5374
48201552800,2.48536,9371,0.1357,0.2342,0.1655,0.1688,0.1175
48201552900,1.873611,8878,0.3416,0.805,0.4143,0.1861,0.3658
48201553001,1.807364,5786,0.2178,0.1936,0.5884,0.5528,0.3404
48201553002,1.75791,4834,0.4867,0.5265,0.7666,0.2837,0.5004
48201553100,1.302648,6118,0.3439,0.7671,0.5589,0.8298,0.616
48201553200,1.632188,6452,0.5594,0.7845,0.6077,0.9536,0.7924
48201553300,0.535084,6377,0.7062,0.5305,0.7469,0.7804,0.7473
48201553401,1.390031,4206,0.1938,0.2452,0.1262,0.0414,0.0645
48201553402,2.077887,8702,0.2667,0.0665,0.3718,0.2064,0.1601
48201553403,2.554191,7491,0.1021,0.1465,0.5606,0.2116,0.168
48201553500,1.368532,6890,0.2579,0.2145,0.128,0.0255,0.0622
48201553600,1.857959,8097,0.2266,0.0887,0.3816,0.5868,0.2648
48201553700,1.213188,4242,0.4135,0.3176,0.5231,0.3675,0.3886
48201553801,1.42845,2863,0.099,0.2496,0.3659,0.2501,0.1682
48201553802,2.061099,8872,0.2986,0.4884,0.5367,0.5496,0.4368
48201553900,2.014527,8055,0.1735,0.4785,0.2466,0.1909,0.1957
48201554001,1.283799,3332,0.1311,0.8454,0.557,0.5878,0.453
48201554002,1.648769,4279,0.0363,0.2281,0.1337,0.0127,0.0134
48201554101,0.302763,1192,0.2192,0.2959,0.1737,0.0163,0.0584
48201554102,1.739127,9691,0.1913,0.2827,0.43,0.0458,0.1229
48201554200,2.713373,9310,0.2756,0.2555,0.5866,0.5101,0.3712
48201554301,2.112554,7536,0.1762,0.6254,0.0901,0.0226,0.0829
48201554302,2.284002,4946,0.0735,0.6181,0.2919,0.0658,0.126
48201554401,5.699006,15270,0.0685,0.2061,0.2127,0.2239,0.1133
48201554402,5.461729,16708,0.0626,0.1578,0.2779,0.1836,0.0987
48201554403,4.14598,13195,0.1374,0.497,0.4353,0.0708,0.1621
48201554501,4.749764,6170,0.1635,0.2059,0.3502,0.0389,0.0778
48201554502,1.784731,6474,0.0334,0.2076,0.0658,0.027,0.0142
48201554600,1.406846,4486,0.1558,0.1477,0.0553,0.0637,0.0459
48201554700,1.77449,8339,0.0942,0.1708,0.0909,0.1111,0.0574
48201554801,5.512739,17427,0.4093,0.155,0.5314,0.5352,0.3936
48201554802,12.92574,20804,0.1909,0.2982,0.2749,0.3215,0.2164
48201554901,3.356206,10411,0.3397,0.5166,0.5681,0.3777,0.4117
48201554902,4.851437,8181,0.0789,0.2517,0.3037,0.3265,0.1703
48201554903,5.095851,13135,0.1341,0.3497,0.3248,0.0056,0.0522
48201555000,2.142842,8401,0.5172,0.6539,0.2353,0.0276,0.2337
48201555100,2.905843,10747,0.232,0.2465,0.5337,0.1324,0.206
48201555200,7.21161,10902,0.1508,0.3178,0.5713,0.4512,0.3078
48201555301,2.441105,1147,0.0219,0.1676,0.0274,0.2872,0.0701
48201555302,7.48045,18295,0.0785,0.2415,0.2793,0.2173,0.1346
48201555303,8.083416,9612,0.1819,0.2641,0.2284,0.3739,0.2118
48201555401,5.168948,2544,0.2552,0.3903,0.3726,0.4117,0.3159
48201555402,5.423014,7793,0.5565,0.8682,0.4252,0.8947,0.727
48201555501,15.848189,5092,0.3575,0.4294,0.5352,0.741,0.5109
48201555502,13.394997,25623,0.2099,0.1285,0.3183,0.1774,0.145
48201555600,20.955644,6362,0.2215,0.3153,0.4455,0.4638,0.312
48201555701,4.128087,8950,0.0357,0.1232,0.2668,0.1329,0.0636
48201555702,4.499649,15762,0.0902,0.1067,0.3168,0.0846,0.0634
48201556000,51.237223,7265,0.5485,0.6238,0.6693,0.8628,0.7103
48201980000,2.167823,3,-999,0.059,0,0.0823,-999
48201980100,12.296335,570,0.6225,0.4809,0.6568,0.2037,0.486
48291700100,19.876731,4079,0.8058,0.8665,0.5691,0.6115,0.7684
48291700200,6.290084,3237,0.6868,0.6353,0.2693,0.9566,0.7272
48291700300,77.387922,10911,0.7741,0.9485,0.4705,0.9367,0.8919
48291700400,139.737344,7629,0.5694,0.8596,0.1016,0.464,0.5048
48291700500,107.481664,2851,0.7127,0.8799,0.1922,0.2904,0.5457
48291700600,121.132346,2589,0.7778,0.8016,0.3539,0.3209,0.6016
48291700700,50.87825,2233,0.4017,0.7403,0.0337,0.4025,0.3585
48291700800,40.314306,8778,0.4045,0.4696,0.1938,0.85,0.4977
48291700900,64.648549,8352,0.7185,0.0559,0.3303,0.5665,0.4305
48291701000,70.624413,7568,0.7091,0.3059,0.5935,0.4959,0.5737
48291701100,72.629556,6096,0.574,0.6625,0.1517,0.3758,0.4399
48291701200,58.441886,6401,0.6394,0.7631,0.4063,0.8417,0.7031
48291701300,136.959875,3065,0.5646,0.8414,0.0587,0.7036,0.5641
48291701400,191.981996,8073,0.512,0.6033,0.5417,0.8577,0.6596
48339690100,22.232144,10794,0.4918,0.4413,0.2988,0.1677,0.317
48339690201,21.927945,11368,0.2113,0.4135,0.1119,0.4038,0.235
48339690202,15.434158,8938,0.4704,0.5267,0.2577,0.5515,0.4495
48339690300,15.629481,5607,0.7452,0.9713,0.5868,0.5321,0.774
48339690401,15.782566,7508,0.2836,0.2842,0.2355,0.1575,0.1847
48339690402,32.016578,17706,0.2487,0.5315,0.3449,0.5741,0.3848
48339690500,14.724392,11660,0.0464,0.3009,0.0603,0.3781,0.1344
48339690601,8.453238,20335,0.181,0.2542,0.0549,0.5534,0.2185
48339690602,11.509786,25429,0.0439,0.222,0.2691,0.2262,0.1177
48339690700,5.840953,10751,0.0981,0.3051,0.1442,0.5131,0.2062
48339690800,1.907603,4239,0.0723,0.0705,0.0805,0.1134,0.0315
48339690900,1.853349,4385,0.0058,0.1128,0.0618,0.0368,0.005
48339691000,1.73446,3984,0.11,0.1245,0.0461,0.0155,0.0096
48339691100,0.914259,4229,0.0173,0.5386,0.1245,0.0612,0.0643
48339691200,2.299076,7398,0.0773,0.3225,0.1607,0.5891,0.2206
48339691301,2.181872,4563,0.052,0.1502,0.0771,0.0031,0.0031
48339691302,1.619701,5700,0.1892,0.5363,0.3632,0.8036,0.437
48339691400,5.723456,9176,0.1602,0.1063,0.2513,0.3326,0.1561
48339691500,1.697323,4342,0.0958,0.1942,0.2948,0.4771,0.2005
48339691601,1.395704,3844,0.2593,0.2854,0.2412,0.5018,0.2886
48339691602,1.094062,5535,0.5095,0.4292,0.5407,0.4028,0.4666
48339691700,2.14612,2876,0.001,0.0425,0.0954,0.713,0.105
48339691800,2.742296,9646,0.2951,0.4526,0.5668,0.7972,0.5182
48339691900,3.255809,6684,0.1687,0.2492,0.4017,0.6399,0.313
48339692001,16.363278,35086,0.1481,0.317,0.3168,0.0752,0.1189
48339692002,25.419379,13949,0.0081,0.1597,0.2156,0.1397,0.0538
48339692100,14.825352,15009,0.2604,0.3201,0.4824,0.334,0.3034
48339692200,41.845599,8888,0.6655,0.9008,0.2965,0.5519,0.64
48339692300,21.966375,19479,0.2063,0.1454,0.4981,0.7748,0.3654
48339692400,6.577521,10658,0.2358,0.4396,0.1892,0.8768,0.4288
48339692500,16.832055,9584,0.7929,0.5551,0.4939,0.7938,0.7258
48339692601,5.358414,4988,0.8298,0.5478,0.6597,0.957,0.8696
48339692602,23.034266,13681,0.7891,0.7617,0.5805,0.9325,0.8562
48339692700,33.899544,7986,0.5765,0.5725,0.3906,0.4972,0.5227
48339692801,17.001983,9502,0.5153,0.6051,0.3103,0.6516,0.5319
48339692802,15.068944,7285,0.7632,0.5505,0.6651,0.695,0.7231
48339692900,29.031057,5611,0.6074,0.388,0.3143,0.6697,0.5348
48339693000,45.333537,10713,0.7214,0.619,0.5671,0.6866,0.6901
48339693101,1.776881,6371,0.7169,0.6305,0.8321,0.9492,0.875
48339693102,5.357881,5073,0.5818,0.5625,0.7311,0.5835,0.6358
48339693200,9.75214,8370,0.1244,0.295,0.2538,0.4055,0.2089
48339693300,9.76813,7879,0.2383,0.1264,0.3187,0.8567,0.3642
48339693400,1.032091,4215,0.9572,0.779,0.8259,0.9072,0.9545
48339693500,1.967795,5872,0.6112,0.3243,0.5203,0.9428,0.6824
48339693600,2.473385,3829,0.3003,0.7035,0.4193,0.9018,0.5828
48339693700,13.453525,11773,0.1142,0.2651,0.1226,0.6879,0.2419
48339693800,5.2477,4791,0.7235,0.4725,0.6069,0.8761,0.7433
48339693900,15.5785,13140,0.6609,0.4484,0.7261,0.9708,0.8155
48339694000,48.350744,11680,0.6924,0.5869,0.355,0.3211,0.5098
48339694101,59.214067,12667,0.5358,0.4664,0.5451,0.8425,0.6365
48339694102,15.438823,5304,0.4573,0.9228,0.4648,0.2555,0.5013
48339694201,26.36867,7430,0.3629,0.4947,0.3607,0.5582,0.4255
48339694202,15.061603,12493,0.1915,0.3603,0.0606,0.3332,0.1884
48339694301,12.310699,13703,0.1219,0.3036,0.0497,0.2442,0.1275
48339694302,4.225757,8251,0.1643,0.3658,0.0189,0.0403,0.0553
48339694400,22.218239,9160,0.4782,0.5026,0.4105,0.6812,0.5311
48339694500,59.140736,11995,0.081,0.2563,0.1041,0.1456,0.0833
48339694600,88.346855,8327,0.3143,0.3402,0.2081,0.8882,0.4491
48339694700,118.864346,3006,0.2564,0.3202,0.0178,0.2354,0.1674
48473680100,24.142627,6196,0.3182,0.2605,0.5027,0.2657,0.2905
48473680200,150.273783,9625,0.6446,0.4518,0.7125,0.8605,0.7285
48473680300,106.982386,10183,0.526,0.6317,0.5396,0.8442,0.6638
48473680400,1.918963,4010,0.6621,0.0015,0.531,0.0813,0.1575
48473680500,150.353336,11284,0.7239,0.6633,0.645,0.9578,0.8437
48473680600,79.665201,8689,0.3679,0.2032,0.2953,0.5335,0.332
