GEOID,TotPop,TotUnder5,Hispanic,BlackAloneOrCombo,AsianAloneOrCombo,AmerIndAloneorCombo,NatHawAloneOrCombo,ratioUnder5
48113007801,2115,139,179,8,126,30,7,6.572104019
48113007804,6875,430,1054,4243,373,0,0,6.254545455
48113007805,2966,158,635,742,51,15,10,5.327039784
48113007809,2639,191,557,508,10,25,0,7.237589996
48113007810,4637,352,481,1277,212,42,5,7.591114945
48113007811,6712,737,1809,3491,113,44,47,10.98033373
48113007812,3240,300,228,110,107,26,0,9.259259259
48113007815,5607,759,1421,1359,1841,138,93,13.53665062
48113007818,5678,618,2844,1820,324,67,0,10.88411412
48113007819,2199,192,1005,686,33,9,14,8.731241473
48113007820,6314,684,2351,1911,907,101,34,10.83306937
48113007821,4024,382,1820,1332,472,53,0,9.49304175
48113007822,1399,63,324,203,46,15,0,4.503216583
48113007823,1352,109,774,195,0,4,0,8.062130178
48113007824,1852,149,43,35,96,0,13,8.045356371
48113007825,5724,603,1973,1381,177,63,0,10.53459119
48113007826,987,74,389,239,45,0,0,7.497467072
48113007827,3336,367,779,1679,8,73,0,11.00119904
48113007902,5206,359,440,195,133,40,0,6.895889358
48113007903,2148,153,130,109,82,21,0,7.122905028
48113007906,2283,102,0,19,0,11,0,4.467805519
48113007909,2329,118,306,232,681,5,0,5.066552168
48113007910,2894,145,495,337,538,81,0,5.010366275
48113007911,2819,111,301,181,531,14,0,3.937566513
48113007912,1771,0,439,70,171,24,12,0
48113007913,2786,123,388,337,104,17,0,4.414931802
48113007914,2982,154,302,338,404,0,0,5.164319249
48113008000,7070,839,619,83,415,119,0,11.86704385
48113008100,6250,69,894,542,145,71,52,1.104
48113008200,3589,154,623,372,171,38,0,4.290888827
48113008400,9233,680,7908,373,0,27,0,7.364886819
48113008500,5378,282,4011,661,77,22,15,5.243584976
48113008603,747,99,187,560,0,0,0,13.25301205
48113008604,3004,247,940,2029,0,0,0,8.222370173
48113008701,4990,651,812,4346,9,57,0,13.04609218
48113008703,2987,178,1288,1569,8,4,0,5.959156344
48113008704,3845,291,650,3132,0,24,0,7.568270481
48113008705,1427,59,671,750,0,6,0,4.134548003
48113008801,2940,92,850,2085,0,63,0,3.129251701
48113008802,4715,263,1762,2893,0,56,0,5.577942736
48113008900,3343,175,1028,2337,0,0,0,5.234819025
48113009000,8692,746,5617,2217,0,54,0,8.582604694
48113009101,6141,716,4278,1302,40,13,0,11.65933887
48113009103,3738,322,2656,964,0,0,0,8.61423221
48113009104,4019,291,3303,512,0,3,0,7.240607116
48113009105,3733,371,3194,290,0,0,0,9.938387356
48113009201,6556,507,5281,871,0,28,0,7.733374009
48113009202,6687,624,5273,872,0,0,0,9.331538807
48113009301,5249,661,4591,231,75,0,0,12.59287483
48113009303,4201,470,3430,591,0,0,0,11.18781243
48113009304,6682,821,2463,4100,0,0,0,12.2867405
48113009401,3504,204,1231,120,87,54,0,5.821917808
48113009402,2396,207,335,7,37,17,5,8.639398998
48113009500,2257,131,294,98,61,4,20,5.804164821
48113009603,4740,205,619,295,278,111,0,4.324894515
48113009604,4490,233,1232,517,67,22,0,5.189309577
48113009605,3294,84,2111,220,295,40,0,2.550091075
48113009607,3530,321,790,262,29,21,0,9.093484419
48113009608,3353,180,743,113,109,114,0,5.368326871
48113009609,2993,187,232,67,100,47,23,6.247911794
48113009610,4956,543,3490,70,0,26,0,10.95641646
48113009611,3537,276,1717,272,196,0,0,7.80322307
48113009701,5058,401,2776,413,128,118,5,7.928034796
48113009702,3140,239,410,37,104,29,20,7.611464968
48113009802,6359,476,4270,97,79,0,0,7.485453688
48113009803,2363,114,1365,188,25,5,7,4.824375793
48113009804,8005,770,5172,89,26,6,0,9.618988132
48113009900,3712,405,914,845,1050,51,0,10.91056034
48113010000,10437,145,2356,4983,237,256,0,1.38928811
48113010101,5057,657,2812,1821,0,14,0,12.99189243
48113010102,3023,216,2506,223,6,74,0,7.14521998
48113010500,2862,265,1787,881,0,21,0,9.259259259
48113010601,6170,487,4979,155,0,35,0,7.893030794
48113010602,3041,445,1677,804,80,0,0,14.63334429
48113010701,5560,512,4709,375,118,111,0,9.208633094
48113010703,2995,303,2533,328,9,2,0,10.11686144
48113010704,5413,462,3716,1350,115,0,0,8.535008313
48113010801,9789,935,7708,1319,157,0,0,9.55153744
48113010803,7350,561,3205,2860,0,0,0,7.632653061
48113010804,5424,720,3273,2023,0,34,0,13.27433628
48113010805,6129,474,4008,1849,34,219,0,7.733724914
48113010902,8370,1110,961,7269,147,0,0,13.26164875
48113010903,3833,252,1592,2130,2,27,0,6.574484738
48113010904,3902,302,1051,2784,0,143,0,7.739620707
48113011001,7599,469,1665,5534,0,2,0,6.171864719
48113011002,3692,272,879,2673,0,96,0,7.367280607
48113011101,4555,103,719,3189,0,13,0,2.261251372
48113011103,3399,97,1424,1478,52,11,0,2.853780524
48113011104,4177,223,1621,2478,50,33,16,5.338759876
48113011105,4868,323,1788,2860,11,0,0,6.635168447
48113011200,7525,217,1899,5377,13,0,0,2.88372093
48113011300,5009,140,593,4351,0,0,0,2.794969056
48113011401,5217,476,820,4326,0,112,0,9.124017635
48113011500,4137,497,2373,1550,0,0,0,12.01353638
48113011601,4807,302,1809,2846,0,4,0,6.282504681
48113011602,6907,652,4928,1214,20,0,0,9.439698856
48113011701,6592,520,4740,1496,0,29,0,7.888349515
48113011702,6259,382,5056,656,97,4,0,6.103211376
48113011800,10699,907,7214,2835,0,83,10,8.477427797
48113011900,10516,703,6480,3316,23,2,0,6.68505135
48113012000,8209,1004,5495,2355,0,45,31,12.23047874
48113012100,6805,756,3456,2857,171,46,0,11.10947832
48113012204,7586,665,3308,1434,0,521,0,8.766148168
48113012206,5270,302,1847,2512,67,35,0,5.730550285
48113012207,7869,816,3780,3308,173,114,10,10.36980557
48113012208,2704,371,1480,1067,5,32,0,13.7204142
48113012209,2986,240,824,733,90,0,0,8.037508372
48113012210,4209,483,1157,2151,33,33,0,11.47540984
48113012211,4555,395,2262,1837,6,39,0,8.671789243
48113012301,4988,535,3556,628,34,7,0,10.72574178
48113012302,8824,778,5297,2695,243,35,0,8.816863101
48113012400,5363,605,2286,165,0,0,0,11.28099944
48113012500,8200,782,5923,305,104,49,0,9.536585366
48113012601,6209,607,3625,981,725,86,0,9.776131422
48113012603,2087,144,1252,52,31,0,4,6.899856253
48113012604,6778,882,2692,2048,370,0,117,13.01268811
48113012701,5990,465,3738,377,195,50,0,7.76293823
48113012702,3420,220,2291,357,6,4,0,6.432748538
48113012800,7115,601,2406,505,62,29,22,8.446943078
48113012900,4622,205,883,324,137,0,48,4.43530939
48113013004,6729,588,241,323,107,120,0,8.738296924
48113013005,3556,383,404,67,112,220,0,10.77052868
48113013007,3835,356,905,362,1093,0,0,9.282920469
48113013008,3855,321,565,541,467,38,0,8.326848249
48113013009,5182,615,855,1579,150,0,0,11.86800463
48113013010,5072,671,2704,1451,132,31,0,13.22949527
48113013011,4991,643,2725,1712,130,62,0,12.88318974
48113013101,2951,106,146,44,111,8,0,3.592002711
48113013102,1894,88,36,22,102,0,0,4.64625132
48113013104,1002,69,61,120,20,0,0,6.886227545
48113013105,7114,461,1447,2238,484,15,0,6.480179927
48113013200,6814,104,739,591,474,100,0,1.526269445
48113013300,1955,102,52,7,194,19,4,5.217391304
48113013400,1919,124,68,39,114,10,0,6.461698801
48113013500,2310,93,93,31,144,2,0,4.025974026
48113013605,6117,499,965,197,390,166,13,8.157593592
48113013606,5842,245,1801,810,337,459,0,4.193769257
48113013607,3752,245,1002,171,123,94,0,6.529850746
48113013608,2571,157,74,22,154,0,17,6.106573318
48113013609,4064,428,1862,364,35,61,17,10.53149606
48113013610,5197,365,2407,304,144,317,0,7.023282663
48113013611,2634,34,134,188,380,48,0,1.290812453
48113013615,5907,511,3279,1706,89,219,0,8.650753343
48113013616,7223,342,2115,994,687,361,69,4.734874706
48113013617,2968,286,391,304,114,85,36,9.636118598
48113013618,2293,157,205,86,314,16,25,6.846925425
48113013619,5155,301,477,219,447,184,0,5.838991271
48113013620,4865,266,698,1182,424,244,45,5.467625899
48113013621,4015,261,1657,882,161,61,11,6.500622665
48113013622,2650,165,770,493,59,94,0,6.226415094
48113013623,6956,925,3574,1737,351,201,0,13.29787234
48113013624,4356,378,1082,1112,870,18,0,8.67768595
48113013625,3329,305,1709,904,157,72,26,9.161910484
48113013626,3188,269,1566,556,324,240,10,8.437892095
48113013711,3422,210,2802,234,78,0,0,6.136762127
48113013712,2220,116,1237,24,100,104,0,5.225225225
48113013713,914,84,826,33,0,18,0,9.190371991
48113013714,7007,377,5691,166,100,17,45,5.380333952
48113013715,2699,156,1955,68,123,24,0,5.779918488
48113013716,5260,313,2351,461,662,5,0,5.950570342
48113013717,3241,338,2508,38,305,4,0,10.42887998
48113013718,5324,613,3962,304,121,34,0,11.51389932
48113013719,4577,330,721,808,1802,16,0,7.209962858
48113013720,6742,583,3659,607,501,7,0,8.647285672
48113013721,6125,403,705,558,704,33,20,6.579591837
48113013722,4745,335,1496,1071,542,53,23,7.060063224
48113013725,4009,423,1797,936,175,14,0,10.55125967
48113013726,2896,232,911,229,567,147,0,8.011049724
48113013727,3223,141,633,578,333,117,0,4.374806081
48113013803,6490,457,1733,138,463,135,0,7.041602465
48113013804,3935,371,1872,298,101,208,0,9.428208386
48113013805,3326,54,1051,518,328,177,0,1.623571858
48113013806,3997,135,604,793,871,245,0,3.37753315
48113013901,3922,300,3171,128,77,25,0,7.649158593
48113013902,5171,219,2897,268,189,37,19,4.23515761
48113014001,4381,336,1102,171,524,114,0,7.669481853
48113014002,62,0,0,0,0,0,0,0
48113014103,4132,463,1052,1598,1022,79,129,11.20522749
48113014113,5314,725,1084,2387,1026,140,82,13.64320662
48113014114,3451,257,775,1108,1055,23,0,7.447116778
48113014115,7630,386,3911,1060,1490,42,0,5.05897772
48113014116,5546,682,1583,1571,1215,43,113,12.2971511
48113014119,4519,231,577,487,692,32,0,5.111750387
48113014120,5361,314,445,188,970,0,0,5.85711621
48113014121,4870,343,771,367,1369,21,0,7.04312115
48113014123,6120,343,409,155,2036,8,55,5.604575163
48113014124,3939,329,550,232,1187,54,0,8.352373699
48113014126,7104,459,1511,246,1467,5,0,6.461148649
48113014127,9996,599,678,1253,6044,199,0,5.992396959
48113014128,3953,233,309,442,1975,59,12,5.894257526
48113014129,5219,431,279,1104,3195,31,0,8.258287028
48113014130,4675,413,468,940,1782,156,0,8.834224599
48113014131,4029,242,931,689,1084,62,0,6.006453214
48113014132,2335,214,192,727,721,33,0,9.164882227
48113014133,4996,240,751,2107,1239,42,14,4.803843074
48113014134,4331,279,422,183,1462,83,7,6.44193027
48113014135,4935,253,578,489,1014,91,28,5.126646403
48113014136,6518,541,908,1605,3109,64,19,8.300092053
48113014137,7642,845,683,789,4152,68,0,11.05731484
48113014138,3863,355,334,454,2067,59,0,9.1897489
48113014203,3327,206,1914,248,100,7,0,6.191764352
48113014204,2413,153,577,232,550,48,0,6.340654787
48113014205,1546,79,145,75,302,9,0,5.10996119
48113014206,6515,280,1258,1688,1006,51,0,4.297774367
48113014302,6422,497,3924,496,159,73,0,7.739022111
48113014306,6114,367,4020,395,253,108,0,6.002616945
48113014307,4172,241,1446,695,320,7,0,5.776605944
48113014308,3932,549,2711,534,164,31,0,13.96236012
48113014309,5174,582,2768,1104,781,85,0,11.24855044
48113014310,4754,359,1870,1432,514,41,0,7.551535549
48113014311,5511,911,561,554,4003,113,70,16.53057521
48113014312,4990,467,879,472,1609,59,11,9.358717435
48113014403,4437,539,1820,1629,239,44,57,12.14784764
48113014405,4024,272,2431,214,269,16,4,6.75944334
48113014406,4404,333,3092,88,39,15,0,7.561307902
48113014407,5488,419,3280,1394,338,60,0,7.63483965
48113014408,4376,489,2098,756,514,62,0,11.17458867
48113014501,3418,358,1888,203,95,13,0,10.47396138
48113014502,5276,423,3995,185,190,39,0,8.017437453
48113014601,2437,285,1373,333,15,5,0,11.69470661
48113014602,4698,462,3768,67,121,0,0,9.833971903
48113014603,1709,97,1339,88,10,16,0,5.675833821
48113014701,4533,419,3702,150,191,0,10,9.243326715
48113014702,3460,318,2417,111,51,54,0,9.190751445
48113014703,2065,210,1667,35,51,19,0,10.16949153
48113014901,1436,115,1229,38,0,6,0,8.008356546
48113014902,2606,159,1855,221,40,33,14,6.101304682
48113015000,8209,427,6338,309,312,0,0,5.201607991
48113015100,6446,622,4356,353,330,187,12,9.649394974
48113015202,3589,423,2651,503,51,30,0,11.78601282
48113015204,7729,698,4346,427,500,258,135,9.0309225
48113015205,4252,397,3215,348,17,10,0,9.33678269
48113015206,5118,575,3199,77,206,38,0,11.23485737
48113015303,2039,155,1415,146,23,15,0,7.601765571
48113015304,3721,344,2218,218,218,54,0,9.24482666
48113015305,4655,423,3214,381,93,17,0,9.087003222
48113015306,4997,252,1779,576,1046,18,7,5.043025815
48113015401,7085,498,2495,1432,244,67,37,7.028934368
48113015403,3345,476,1555,1058,26,10,104,14.23019432
48113015404,4990,356,2890,1235,90,31,0,7.134268537
48113015500,3756,268,2122,589,76,42,0,7.135250266
48113015600,5719,497,4984,227,95,17,6,8.690330477
48113015700,2994,249,2544,38,154,92,7,8.316633267
48113015800,2195,268,1783,0,0,5,0,12.2095672
48113015900,3735,202,2486,453,100,0,0,5.408299866
48113016001,5324,473,4140,273,0,88,0,8.884297521
48113016002,3177,304,2176,258,28,30,0,9.568775574
48113016100,3586,247,1749,1098,37,118,0,6.887897379
48113016201,4190,285,2374,880,55,0,0,6.801909308
48113016202,6569,558,4310,818,71,32,0,8.494443599
48113016301,7302,497,5166,899,586,50,0,6.806354423
48113016302,2161,227,1658,122,102,20,0,10.50439611
48113016401,11059,632,4440,3436,1279,250,0,5.714802423
48113016406,5466,569,3609,770,255,40,0,10.40980607
48113016407,7990,695,5052,1805,170,126,0,8.698372966
48113016408,7696,256,4361,1385,338,133,0,3.326403326
48113016409,3533,189,1393,603,404,7,0,5.349561279
48113016410,5066,349,1522,1427,466,58,0,6.889064351
48113016411,8687,441,3429,2136,991,174,49,5.076551168
48113016412,5062,339,1007,1542,957,65,0,6.696957724
48113016413,7086,315,2097,2428,941,12,0,4.445385267
48113016502,6920,797,3381,2146,22,48,0,11.51734104
48113016509,5550,310,1845,1790,85,75,61,5.585585586
48113016510,13912,923,5120,6639,884,88,0,6.634560092
48113016511,4715,271,1143,3193,95,7,29,5.747613998
48113016513,4947,123,1096,1990,91,6,17,2.486355367
48113016514,6995,529,1645,3559,695,7,0,7.562544675
48113016516,5556,483,2755,1655,67,53,0,8.693304536
48113016517,5335,436,2468,1850,80,44,40,8.172446111
48113016518,4908,364,2017,1528,304,45,12,7.416462918
48113016519,2388,183,1082,429,42,18,0,7.663316583
48113016520,8713,847,5665,2263,249,246,0,9.721106393
48113016521,6879,486,1694,3114,358,81,0,7.064980375
48113016522,3656,215,957,1212,89,42,69,5.880743982
48113016523,4735,389,988,1467,451,136,121,8.215417107
48113016605,7801,728,3553,3718,88,70,0,9.332136906
48113016606,7316,470,1654,5084,52,13,80,6.42427556
48113016607,3704,401,336,3345,110,17,20,10.82613391
48113016610,4523,262,719,3337,33,24,8,5.792615521
48113016611,6212,390,1395,4151,69,186,0,6.278171281
48113016612,14373,1012,2202,10183,181,90,31,7.040979615
48113016615,4335,314,1087,2647,136,110,0,7.243367935
48113016616,7097,523,1826,4340,120,0,0,7.369310976
48113016617,4145,102,377,2929,235,0,0,2.46079614
48113016618,4939,411,740,3387,0,35,8,8.321522575
48113016619,3794,114,690,2741,10,6,0,3.004744333
48113016620,5571,274,823,3991,0,102,0,4.918327051
48113016621,6001,397,1729,3968,0,115,0,6.615564073
48113016622,4069,363,1144,2350,38,42,0,8.921110838
48113016623,6808,633,1417,4432,143,281,9,9.297884841
48113016624,3090,129,426,2162,43,0,6,4.174757282
48113016625,10471,1105,2534,6961,102,76,0,10.55295578
48113016626,4831,228,1259,2919,48,6,10,4.719519768
48113016701,7290,367,799,6444,18,0,0,5.034293553
48113016703,11327,937,2840,8117,121,118,0,8.272269798
48113016704,4435,361,1074,3069,62,82,0,8.139797069
48113016705,7161,580,1365,5360,35,37,0,8.099427454
48113016802,4233,274,1231,2177,0,35,0,6.472950626
48113016803,5783,894,842,3639,101,25,121,15.45910427
48113016804,7974,779,744,6664,1,95,0,9.769250063
48113016902,6087,316,2343,2437,35,167,21,5.19139149
48113016903,5363,445,2617,1453,19,44,0,8.29759463
48113017001,10141,781,4450,1780,30,109,0,7.701410117
48113017003,11794,896,5906,1756,70,18,0,7.597083263
48113017004,9997,1107,7302,852,0,343,0,11.073322
48113017101,6121,648,3302,1411,32,42,0,10.58650547
48113017102,5871,522,3883,1146,51,59,0,8.891159939
48113017201,5636,656,3549,1172,0,21,0,11.63946061
48113017202,7911,878,3851,2027,237,11,0,11.09847048
48113017301,6137,758,3077,1767,0,11,0,12.35131172
48113017303,7711,335,2959,1833,198,259,0,4.344443004
48113017304,10408,723,3751,3017,846,139,0,6.946579554
48113017305,10399,548,2786,4995,356,279,20,5.269737475
48113017306,8339,385,3408,2811,91,51,0,4.616860535
48113017400,5590,201,1968,1243,0,10,0,3.595706619
48113017500,3370,279,990,634,78,0,0,8.278931751
48113017602,4157,240,1991,1058,128,19,31,5.773394275
48113017604,3303,322,2034,452,0,20,0,9.748713291
48113017605,3773,335,2482,1037,0,0,21,8.878876226
48113017606,5067,351,3031,1350,133,60,5,6.927175844
48113017702,7523,405,2125,3012,503,39,40,5.383490629
48113017703,5168,539,1935,1532,168,39,16,10.42956656
48113017704,6087,665,3673,990,83,85,0,10.92492196
48113017804,7832,670,3369,2737,33,185,39,8.5546476
48113017805,4931,453,1905,1291,90,53,0,9.18677753
48113017806,4641,443,2622,802,0,234,0,9.545356604
48113017807,5954,352,3345,926,65,130,71,5.911991938
48113017808,4354,374,1354,985,285,50,0,8.58980248
48113017811,4150,298,1120,833,241,223,0,7.180722892
48113017812,2219,186,706,355,180,10,0,8.382154123
48113017813,6896,625,2170,2273,943,40,0,9.063225058
48113017814,5562,406,1558,1243,984,8,0,7.299532542
48113017900,5452,305,3429,972,25,55,0,5.594277329
48113018001,6572,611,3383,1379,79,108,0,9.297017651
48113018002,3391,284,2139,413,114,68,0,8.375110587
48113018104,7407,460,1359,1056,1277,81,0,6.210341569
48113018105,6067,523,3817,860,65,255,11,8.620405472
48113018110,4907,117,552,533,400,53,0,2.384348889
48113018111,6566,520,2980,1688,10,42,0,7.919585745
48113018118,8531,518,2225,2210,2008,90,19,6.071972805
48113018120,4815,193,1655,819,915,5,107,4.008307373
48113018121,5290,236,2395,895,449,0,5,4.461247637
48113018122,16627,1619,3476,1914,2286,491,35,9.737174475
48113018123,9096,368,3605,799,1792,43,0,4.045734389
48113018124,18543,1375,3514,3884,1736,132,0,7.415197109
48113018126,6771,728,3363,1369,183,82,0,10.75173534
48113018127,3017,251,1741,295,89,18,0,8.319522705
48113018128,6226,410,2757,1896,339,73,103,6.585287504
48113018129,5176,442,1525,1348,241,14,0,8.539412674
48113018130,4357,412,1281,1986,21,44,0,9.456047739
48113018132,4983,257,926,1277,316,138,0,5.157535621
48113018133,3791,227,558,785,94,117,8,5.987865998
48113018134,5559,459,1387,995,128,171,31,8.256880734
48113018135,4006,288,779,802,495,99,26,7.189216176
48113018136,8101,332,1182,825,634,30,0,4.098259474
48113018137,3887,382,880,848,779,69,0,9.827630563
48113018138,5276,473,1090,2154,748,74,29,8.965125095
48113018139,8923,664,1864,1593,1212,52,0,7.441443461
48113018140,6018,252,1301,1276,667,88,11,4.187437687
48113018141,4017,411,1056,1216,110,29,0,10.23151606
48113018142,3482,303,905,932,347,32,0,8.701895462
48113018203,7049,631,3466,2101,772,122,8,8.951624344
48113018204,4781,504,3654,877,65,54,0,10.54172767
48113018205,4449,213,2493,762,393,16,0,4.787592717
48113018206,4716,414,3803,149,10,16,26,8.778625954
48113018300,6642,535,4162,180,200,44,38,8.05480277
48113018401,5025,408,3129,463,52,42,0,8.119402985
48113018402,4786,503,2459,413,10,83,0,10.50982031
48113018403,1178,133,741,235,0,39,0,11.29032258
48113018501,4316,350,2769,405,139,64,0,8.109360519
48113018503,6042,701,1121,4176,117,0,0,11.6021185
48113018505,4507,516,1802,2124,60,19,0,11.44885733
48113018506,3888,414,976,2391,92,68,0,10.64814815
48113018600,3729,255,1861,57,0,41,0,6.838294449
48113018700,7123,486,5431,404,0,0,0,6.822967851
48113018801,5235,483,3345,282,369,84,0,9.226361032
48113018802,1483,113,723,206,83,6,0,7.619689818
48113018900,6170,420,2921,810,783,1,0,6.80713128
48113019004,6875,506,2733,1020,1534,30,0,7.36
48113019013,5705,656,3910,914,637,0,0,11.49868536
48113019014,7413,450,4598,587,1334,80,25,6.070416835
48113019016,2978,170,520,1012,683,64,0,5.708529214
48113019018,5643,664,1036,2090,1171,224,24,11.76679071
48113019019,7811,721,1376,3610,1217,151,31,9.23057227
48113019020,5315,226,1033,672,1766,19,0,4.252116651
48113019021,7087,313,2674,1061,913,323,0,4.416537322
48113019023,5156,272,680,425,1172,52,0,5.275407292
48113019024,4551,198,684,996,1109,62,0,4.350692156
48113019025,4659,293,926,569,911,28,0,6.288903198
48113019026,5807,426,1475,832,1055,90,0,7.335973825
48113019027,5555,331,1188,1094,1795,81,25,5.95859586
48113019028,3498,232,1081,658,692,0,8,6.632361349
48113019029,6118,233,1765,1351,1369,476,0,3.808434129
48113019031,6048,201,1188,892,773,220,0,3.323412698
48113019032,3869,285,2429,361,631,48,0,7.366244508
48113019033,4574,232,2979,467,413,5,0,5.072146917
48113019034,4671,329,848,2776,460,12,0,7.043459645
48113019035,6556,1023,2630,2644,514,190,0,15.60402685
48113019036,3193,224,288,207,352,52,0,7.01534607
48113019037,3596,266,540,211,849,62,0,7.397107898
48113019038,1484,45,185,374,304,16,0,3.032345013
48113019039,6634,576,943,493,879,107,0,8.682544468
48113019040,7123,739,929,2346,2287,358,19,10.37484206
48113019041,3320,183,298,441,506,5,0,5.512048193
48113019042,5018,257,672,639,1587,0,0,5.121562375
48113019043,8091,393,781,688,1353,85,0,4.857248795
48113019100,6696,477,1226,779,1372,118,0,7.123655914
48113019202,5751,590,2195,1247,385,74,0,10.25908538
48113019203,3950,264,327,72,293,89,8,6.683544304
48113019204,9598,752,5388,1087,273,21,0,7.834965618
48113019205,4029,299,74,250,175,10,0,7.421196327
48113019206,6827,360,1602,297,943,208,0,5.273180021
48113019208,6856,863,4800,761,530,194,0,12.58751459
48113019210,4235,458,150,98,219,0,20,10.81463991
48113019211,5723,320,1406,677,384,0,0,5.591473004
48113019212,4354,405,4068,210,0,0,0,9.301791456
48113019213,3518,247,2129,801,181,72,0,7.021034679
48113019301,3093,188,72,0,158,54,0,6.07824119
48113019302,5618,153,653,272,449,32,0,2.723389106
48113019400,4485,306,191,16,322,14,32,6.822742475
48113019501,7094,531,318,0,471,0,51,7.48519876
48113019502,4649,264,162,0,141,20,0,5.678640568
48113019600,2195,129,60,15,109,0,0,5.876993166
48113019700,1930,124,33,0,123,36,0,6.424870466
48113019800,5020,274,254,35,125,66,0,5.458167331
48113019900,4268,370,3954,31,0,62,0,8.669165886
48113020000,4692,257,571,366,1552,30,18,5.477408355
48113020100,2252,234,1611,38,45,118,0,10.39076377
48113020200,4106,158,501,3552,0,0,0,3.848027277
48113020300,2245,105,189,1721,8,7,0,4.677060134
48113020400,7886,250,1833,2405,168,89,0,3.170174994
48113020500,5305,327,1389,3058,439,20,0,6.16399623
48113020600,2235,50,122,22,177,29,49,2.237136465
48113020700,4523,201,866,320,293,9,0,4.443953128
48113980000,0,0,0,0,0,0,0,0
48113980100,20,0,20,0,0,0,0,0
48115950401,4237,289,2614,59,6,94,0,6.820863819
48115950402,3476,192,1921,804,0,171,0,5.523590334
48115950500,3751,258,2345,80,0,11,0,6.878165822
48115950600,1500,113,522,1,0,3,0,7.533333333
48117950300,5882,646,4365,151,104,134,0,10.98265896
48117950400,5358,587,3938,136,0,85,25,10.95558044
48117950500,3881,203,3487,76,26,108,16,5.230610667
48117950600,3778,227,1869,21,13,167,0,6.00847009
48119950100,2799,103,207,12,12,123,0,3.679885673
48119950200,2416,212,173,403,37,22,0,8.774834437
48121020103,11650,588,1540,197,33,142,5,5.0472103
48121020104,4893,426,800,750,48,22,0,8.706315144
48121020105,10416,888,1283,2636,449,207,0,8.525345622
48121020106,8220,677,1451,706,163,40,44,8.236009732
48121020107,7712,604,1210,1151,142,25,0,7.831950207
48121020108,24483,2382,3171,5302,2040,244,69,9.729199853
48121020109,5951,392,496,494,1510,17,0,6.587128214
48121020110,5819,291,716,846,971,27,0,5.000859254
48121020111,4131,145,277,152,414,0,0,3.510045994
48121020112,3697,285,634,535,519,7,0,7.708953205
48121020113,12877,775,3506,2749,844,270,0,6.018482566
48121020114,12401,871,4018,2397,730,169,0,7.023627127
48121020115,5589,346,1483,331,201,45,0,6.190731795
48121020202,9749,451,1367,57,287,33,0,4.626115499
48121020203,6420,513,1230,468,106,102,0,7.990654206
48121020204,4209,169,558,91,11,26,0,4.015205512
48121020205,1940,97,303,0,12,4,0,5
48121020303,14079,718,1335,171,489,45,10,5.099794019
48121020305,7683,373,519,165,171,32,0,4.854874398
48121020306,6827,450,994,479,427,198,0,6.591475026
48121020307,12294,992,1493,575,831,79,0,8.068976737
48121020308,12535,993,2466,697,377,161,0,7.921818907
48121020309,10619,679,1319,225,192,189,8,6.394199077
48121020310,3784,34,107,72,158,15,0,0.898520085
48121020401,9468,776,2268,569,362,200,68,8.196028728
48121020402,5675,245,896,333,12,89,0,4.317180617
48121020403,3648,94,402,121,183,7,0,2.576754386
48121020503,6544,850,1957,524,127,176,25,12.98899756
48121020504,3267,260,1221,442,68,87,0,7.958371595
48121020505,6045,266,495,216,157,40,0,4.400330852
48121020506,2313,212,948,29,34,6,0,9.165585819
48121020601,5319,224,1714,837,283,44,28,4.211317917
48121020602,10099,849,3805,1461,314,45,0,8.406772948
48121020700,2746,49,387,250,357,26,66,1.784413693
48121020800,5604,134,1562,994,249,87,49,2.391149179
48121020900,4735,83,1378,912,394,60,7,1.752903907
48121021000,6280,77,1646,436,885,123,63,1.22611465
48121021100,3042,18,703,238,332,32,0,0.591715976
48121021201,6828,614,1826,2020,268,18,144,8.9923843
48121021202,4661,263,1546,1285,159,89,31,5.642565973
48121021301,4418,32,710,790,570,59,0,0.724309642
48121021303,8183,429,1476,665,291,56,21,5.242576072
48121021304,5454,216,652,429,417,36,0,3.96039604
48121021305,3876,144,552,136,175,73,0,3.715170279
48121021403,11958,707,2550,665,562,469,0,5.912359926
48121021404,8916,715,1330,130,258,142,0,8.019291162
48121021405,12543,1113,4683,665,370,311,16,8.873475245
48121021406,7674,223,1639,342,570,167,0,2.90591608
48121021407,7682,644,1742,647,243,149,0,8.383233533
48121021408,6246,347,1070,595,320,104,0,5.555555556
48121021409,8459,657,1276,633,272,160,103,7.766875517
48121021502,4649,235,2031,559,40,101,0,5.054850505
48121021505,5609,314,977,807,799,210,0,5.598145837
48121021512,4881,100,261,192,459,67,0,2.0487605
48121021513,3664,218,379,25,126,22,0,5.949781659
48121021514,4646,332,426,63,12,65,0,7.145931985
48121021515,14334,1205,2142,1190,2313,85,64,8.40658574
48121021516,7773,451,1839,905,454,100,0,5.802135598
48121021517,3717,358,753,673,865,58,0,9.631423191
48121021518,3082,137,569,215,410,46,0,4.445165477
48121021519,12220,760,2587,1442,960,0,17,6.219312602
48121021520,3923,195,1176,508,80,108,0,4.9706857
48121021521,4206,214,544,339,177,31,15,5.087969567
48121021522,3209,282,330,403,1434,17,0,8.787784356
48121021523,3947,148,1408,398,158,67,26,3.749683304
48121021524,2094,249,145,112,445,0,0,11.89111748
48121021525,14008,1098,1250,1127,3707,47,0,7.83837807
