GEOID,TotPop,TotUnder5,Hispanic,BlackAloneOrCombo,AsianAloneOrCombo,AmerIndAloneorCombo,NatHawAloneOrCombo,ratioUnder5
48029191815,5298,218,2161,284,927,6,0,4.114760287
48029191816,2842,98,765,80,242,33,0,3.448275862
48029191817,13315,900,5056,690,1406,5,0,6.759294029
48029191900,4883,268,3185,1002,28,21,3,5.488429244
48029192000,5614,425,2520,408,161,61,3,7.570359815
48029192100,2064,50,981,17,56,0,0,2.42248062
48029192200,2398,159,1579,246,48,32,0,6.630525438
48029192300,5007,188,2097,299,192,186,0,3.754743359
48029980001,0,0,0,0,0,0,0,0
48029980002,0,0,0,0,0,0,0,0
48029980003,1133,138,170,144,71,10,0,12.18005296
48029980004,0,0,0,0,0,0,0,0
48029980005,8,0,4,0,0,0,0,0
48029980100,709,49,140,65,28,19,38,6.911142454
48031950100,5434,166,782,58,152,81,58,3.054839897
48031950200,5845,295,1391,6,32,307,0,5.04704876
48033950100,665,90,56,0,0,14,0,13.53383459
48035950100,4312,262,1191,12,8,89,8,6.07606679
48035950200,1637,118,405,67,36,17,0,7.20830788
48035950300,1438,50,156,0,3,5,0,3.47705146
48035950400,3525,107,312,93,29,35,19,3.035460993
48035950500,3055,135,543,205,29,0,0,4.41898527
48035950600,1808,120,145,0,0,0,0,6.637168142
48035950700,2347,178,511,51,0,61,0,7.584149979
48037010100,5330,495,485,2416,0,34,47,9.287054409
48037010400,4074,388,112,2656,31,19,37,9.523809524
48037010500,2429,127,153,1622,37,1,0,5.22848909
48037010600,1658,122,132,1306,17,4,0,7.358262967
48037010700,5222,655,667,2272,58,56,0,12.54308694
48037010800,4922,370,635,2372,46,63,0,7.517269403
48037010901,7255,424,81,689,395,88,0,5.844245348
48037010902,8190,717,945,1606,179,8,0,8.754578755
48037011000,7093,633,640,1725,0,136,0,8.924291555
48037011100,7800,423,669,2781,32,61,10,5.423076923
48037011200,6312,232,98,319,155,80,0,3.675538657
48037011300,5432,307,251,644,46,51,0,5.651693667
48037011401,7838,292,195,854,48,261,0,3.725440163
48037011402,2202,152,3,97,53,27,53,6.902815622
48037011501,7696,188,1365,1316,225,187,0,2.442827443
48037011502,2942,149,160,1082,52,91,17,5.064581917
48037011600,5278,307,356,860,124,154,0,5.816597196
48037011700,2185,79,151,0,0,23,19,3.615560641
48039660100,4975,246,834,635,403,0,0,4.944723618
48039660200,6678,346,1375,707,426,14,0,5.181191974
48039660300,11489,558,2745,1126,467,171,0,4.856819567
48039660400,10756,990,2868,1105,1000,52,0,9.204165117
48039660500,9591,553,3968,867,547,427,33,5.765822125
48039660601,13024,531,2132,3154,2736,109,0,4.077088452
48039660602,42978,3967,9224,13504,9738,296,0,9.230303876
48039660701,16393,1296,2745,4394,2928,30,5,7.905813457
48039660702,15184,1455,2351,3503,2394,0,84,9.582455216
48039660801,9188,895,2998,1484,341,210,0,9.740966478
48039660802,8418,867,2918,1035,629,176,0,10.29935852
48039660900,7612,891,3938,474,226,94,0,11.70520231
48039661000,7242,483,2728,195,299,63,19,6.669428335
48039661100,3595,352,1617,248,34,16,0,9.791376912
48039661200,4402,400,1483,220,46,26,0,9.086778737
48039661300,2460,183,1131,56,14,51,0,7.43902439
48039661400,6937,735,2470,43,249,16,0,10.59535822
48039661501,4941,340,2014,160,0,125,0,6.881198138
48039661502,4747,181,1316,140,145,24,0,3.812934485
48039661601,6562,454,2239,174,45,39,25,6.918622371
48039661602,3065,230,1731,52,40,27,11,7.504078303
48039661700,2976,231,877,125,11,22,0,7.762096774
48039661800,6163,339,1483,562,503,307,76,5.500567905
48039661900,15562,612,6616,3951,340,114,2,3.932656471
48039662000,6249,423,1459,378,54,37,0,6.769083053
48039662100,5481,253,1659,725,47,178,3,4.615945995
48039662200,7375,477,1761,865,154,18,0,6.46779661
48039662300,5211,393,1284,884,107,39,15,7.54173863
48039662400,5040,222,1011,305,153,4,0,4.404761905
48039662500,2986,136,580,424,0,0,0,4.554588078
48039662600,3563,210,876,527,35,149,0,5.893909627
48039662700,2454,118,392,230,5,0,0,4.808475958
48039662800,6372,497,1062,682,0,0,0,7.799748901
48039662900,5111,367,1258,514,30,42,17,7.180590882
48039663000,4157,150,938,765,38,30,0,3.608371422
48039663100,7648,212,2172,1037,161,118,0,2.771966527
48039663200,4721,403,1384,143,160,51,0,8.536327049
48039663300,2202,161,722,173,182,0,0,7.311534968
48039663400,7684,525,2189,730,500,0,0,6.832378969
48039663500,6122,446,2331,400,44,633,0,7.285200915
48039663600,5194,245,1105,82,184,0,0,4.716981132
48039663700,3573,297,1484,86,17,72,0,8.312342569
48039663800,6288,397,3276,819,0,0,16,6.313613232
48039663900,2361,142,1419,222,19,84,0,6.014400678
48039664000,3930,206,2292,576,0,0,0,5.24173028
48039664100,5810,208,2895,244,0,0,0,3.580034423
48039664200,2146,68,433,123,36,57,9,3.168685927
48039664300,5858,491,3832,1058,7,470,0,8.381700239
48039664400,6042,400,3851,897,117,27,0,6.620324396
48039664501,5483,431,1265,364,0,46,0,7.860660223
48039990000,0,0,0,0,0,0,0,0
48041000101,8604,685,1843,1008,55,31,0,7.961413296
48041000102,6112,394,903,35,214,91,9,6.446335079
48041000103,1748,133,252,86,0,28,0,7.608695652
48041000201,6504,698,1832,1465,96,90,0,10.73185732
48041000202,8432,539,3426,967,39,437,0,6.392314991
48041000300,6525,533,3540,1070,58,120,0,8.168582375
48041000400,5048,342,1659,1818,96,196,0,6.77496038
48041000500,6943,671,3502,2855,169,73,11,9.664410197
48041000603,5450,375,4144,856,29,50,12,6.880733945
48041000604,6462,529,4976,1066,16,547,0,8.186320025
48041000700,3331,289,1890,570,0,123,15,8.676073251
48041000800,5507,316,2034,493,10,4,1,5.738151444
48041000900,2474,193,1236,379,49,236,0,7.80113177
48041001000,7517,130,2044,1054,736,26,21,1.72941333
48041001100,5112,577,1464,630,223,386,83,11.28716745
48041001301,2630,124,540,301,116,0,0,4.714828897
48041001302,4825,257,1194,375,558,29,0,5.32642487
48041001303,4837,217,521,800,579,117,40,4.486251809
48041001400,2784,93,474,225,911,36,0,3.340517241
48041001601,4776,505,705,669,845,21,46,10.57370184
48041001604,5525,338,732,429,762,18,0,6.117647059
48041001605,4225,242,774,964,543,11,0,5.727810651
48041001606,3545,173,885,318,502,52,0,4.880112835
48041001701,6072,352,1340,730,1219,2,0,5.797101449
48041001702,3223,147,620,677,73,9,0,4.560968042
48041001801,5615,250,881,698,115,128,0,4.452359751
48041001803,7085,376,755,646,1300,21,0,5.306986591
48041001804,1552,84,584,83,207,0,0,5.412371134
48041001900,5883,449,996,660,64,44,0,7.632160462
48041002001,5583,399,513,89,475,0,0,7.146695325
48041002002,8480,460,961,842,407,476,0,5.424528302
48041002006,1807,114,34,29,367,38,0,6.308799115
48041002007,7411,530,983,163,703,133,0,7.151531507
48041002008,8963,777,907,440,1093,0,0,8.668972442
48041002009,4832,341,226,41,609,0,0,7.057119205
48041002010,2982,98,226,110,158,0,0,3.286384977
48041002011,4995,367,593,339,161,38,0,7.347347347
48041002012,6732,121,1215,354,425,25,24,1.797385621
48041002013,6900,322,1278,430,238,40,12,4.666666667
48041002014,2826,6,312,172,215,15,8,0.212314225
48041002015,9336,0,2525,531,880,195,7,0
48041980000,0,0,0,0,0,0,0,0
48043950300,4602,329,1509,55,91,44,0,7.149065624
48043950400,1862,86,1514,31,40,11,0,4.618689581
48043950500,2752,72,1076,10,23,173,32,2.61627907
48045950200,1546,82,545,102,5,56,17,5.304010349
48047950100,1972,88,1835,0,27,56,0,4.462474645
48047950200,5208,413,4906,76,48,42,48,7.930107527
48049950100,1929,33,120,0,0,19,0,1.710730949
48049950200,4254,91,413,47,0,210,0,2.139163141
48049950300,2983,130,453,17,4,11,0,4.35802883
48049950500,2695,175,509,123,0,37,0,6.493506494
48049950600,2273,67,687,351,18,22,0,2.947646282
48049950700,1281,44,487,171,4,0,0,3.43481655
48049950800,2761,250,1326,200,0,26,0,9.05469033
48049950900,4369,411,855,305,79,0,0,9.407186999
48049951000,2885,263,762,164,96,30,0,9.116117851
48049951100,4405,233,1093,75,66,31,0,5.289443814
48049951200,4572,164,771,102,51,59,0,3.587051619
48049951300,3427,192,823,188,36,47,0,5.602567844
48051970100,1358,63,142,90,38,8,0,4.639175258
48051970200,4432,286,687,458,8,64,0,6.453068592
48051970300,4450,278,1211,897,19,18,0,6.247191011
48051970400,3053,136,597,288,0,20,7,4.454634785
48051970500,4570,329,1020,675,0,43,0,7.199124726
48053960100,6926,424,1608,39,21,117,0,6.121859659
48053960200,3197,141,324,42,0,10,0,4.410384736
48053960300,6862,244,1683,326,41,128,0,3.555814631
48053960400,5508,285,537,64,156,95,0,5.174291939
48053960500,6358,214,2102,0,0,130,0,3.365838314
48053960600,3776,221,554,0,0,42,0,5.852754237
48053960700,7388,706,2570,480,90,23,0,9.556036816
48053960800,5735,188,742,115,106,24,0,3.278116827
48055960101,7238,566,4765,85,49,198,30,7.819839735
48055960102,4287,246,1718,437,7,88,0,5.738278516
48055960200,5146,124,2614,752,0,44,0,2.409638554
48055960300,4727,257,2017,155,368,122,0,5.436852126
48055960400,3810,205,2478,226,17,28,17,5.380577428
48055960500,7736,441,4203,687,0,35,17,5.700620476
48055960600,2256,93,381,61,0,14,0,4.122340426
48055960700,6201,645,3136,543,33,0,22,10.40154814
48057000100,5383,292,2796,96,554,69,0,5.424484488
48057000200,4297,263,2899,278,101,114,17,6.12054922
48057000300,1641,143,355,60,8,62,0,8.714198659
48057000400,6766,419,3488,147,313,310,0,6.192728348
48057000500,3720,371,1026,82,84,203,0,9.97311828
48057990000,0,0,0,0,0,0,0,0
48059030101,4609,245,261,221,46,18,0,5.3156867
48059030102,4223,189,376,0,44,110,23,4.475491357
48059030200,4938,299,663,78,30,38,0,6.05508303
48061010100,9345,630,7639,3,29,0,0,6.741573034
48061010201,2401,268,2085,0,0,28,0,11.16201583
48061010203,8029,515,6514,214,34,0,6,6.41424835
48061010301,5461,454,5200,0,0,118,0,8.313495697
48061010302,9397,727,7738,0,257,51,0,7.736511653
48061010401,6755,663,6082,81,18,48,0,9.814951887
48061010402,7643,467,5870,144,48,91,0,6.110166165
48061010500,2512,278,2417,29,3,0,0,11.06687898
48061010601,8131,1116,6938,85,195,193,13,13.72524905
48061010602,1546,95,1084,17,6,30,0,6.144890039
48061010700,2778,135,2305,5,0,0,34,4.859611231
48061010800,7427,1144,6292,0,0,54,0,15.40325838
48061010900,1456,175,1407,11,40,0,0,12.01923077
48061011000,2727,172,2633,0,0,88,0,6.307297396
48061011100,2414,312,2274,9,6,5,0,12.92460646
48061011200,1688,187,1433,9,0,0,0,11.07819905
48061011301,1534,83,1050,6,0,8,0,5.410691004
48061011302,4342,367,2619,106,103,49,0,8.452326117
48061011400,6774,353,5975,34,0,0,0,5.21110127
48061011500,6302,653,5972,33,0,0,0,10.36178991
48061011600,6027,444,5905,11,0,19,13,7.366849179
48061011700,7146,961,7033,10,0,27,0,13.44808284
48061011801,6075,698,5078,127,265,0,0,11.48971193
48061011802,3597,344,3265,60,109,0,0,9.56352516
48061011901,5775,383,4912,12,131,12,0,6.632034632
48061011902,5023,338,4169,13,23,8,0,6.729046387
48061011903,2548,134,2459,0,0,0,0,5.259026688
48061012001,6527,335,4897,288,111,32,0,5.132526429
48061012002,5729,652,4512,66,46,11,0,11.38069471
48061012101,4558,239,3506,11,101,13,7,5.243527863
48061012102,5277,397,5123,27,0,67,0,7.523213947
48061012200,10993,738,10150,25,18,33,0,6.713363049
48061012301,4173,288,2173,28,98,32,3,6.901509705
48061012304,4327,182,2825,0,53,0,0,4.206147446
48061012305,3109,0,903,67,0,0,0,0
48061012401,7367,769,6889,0,0,10,4,10.4384417
48061012402,5640,660,4930,0,0,122,0,11.70212766
48061012504,17713,1179,16640,0,176,245,0,6.656128267
48061012505,10169,603,9927,0,113,0,0,5.929786606
48061012506,4567,202,3358,0,172,23,0,4.423034815
48061012507,6704,495,6368,0,0,0,0,7.383651551
48061012508,4306,457,3703,0,22,5,0,10.613098
48061012607,2877,302,2845,0,0,0,0,10.49704553
48061012608,4225,426,3675,6,18,0,12,10.08284024
48061012609,7037,573,6677,39,18,10,0,8.142674435
48061012612,6236,441,5836,164,94,123,0,7.071840924
48061012613,4914,267,4415,195,121,7,0,5.433455433
48061012700,5289,414,5189,8,0,0,0,7.827566648
48061012800,5345,224,5183,13,0,0,0,4.190832554
48061012900,4518,219,3771,36,13,12,0,4.847277556
48061013002,4269,257,3875,0,20,0,0,6.020145233
48061013003,2085,102,1982,17,0,9,0,4.892086331
48061013004,2778,273,2448,0,54,10,0,9.827213823
48061013102,4575,347,4115,0,137,0,0,7.584699454
48061013104,3526,229,3232,10,11,25,0,6.494611458
48061013106,4755,480,4621,0,12,21,0,10.09463722
48061013203,2079,76,1992,6,0,4,0,3.655603656
48061013204,2240,260,2131,0,0,4,0,11.60714286
48061013205,3604,399,3576,0,0,16,0,11.07103219
48061013206,3463,314,3394,12,0,5,0,9.067282703
48061013207,5118,645,4839,0,0,0,0,12.60257913
48061013303,3805,276,3571,0,0,17,0,7.253613666
48061013305,4665,493,4578,0,0,36,0,10.56806002
48061013306,2576,188,2561,0,0,0,0,7.298136646
48061013307,1782,136,1782,0,0,0,0,7.631874299
48061013308,3603,310,3571,0,0,0,0,8.60394116
48061013309,2894,321,2888,0,0,25,0,11.09191431
48061013401,2595,229,2497,15,0,26,0,8.824662813
48061013402,1864,99,1862,6,7,0,0,5.311158798
48061013500,1974,135,1679,8,13,0,0,6.838905775
48061013600,3016,223,2882,0,0,0,22,7.393899204
48061013700,4270,528,4248,0,0,0,0,12.36533958
48061013801,2439,237,2316,44,0,0,0,9.717097171
48061013802,3109,251,2950,30,0,0,0,8.073335478
48061013901,2641,315,2541,40,0,0,0,11.92730027
48061013902,4197,374,4197,31,9,0,0,8.911126995
48061013903,4200,293,4200,0,0,0,0,6.976190476
48061014001,1813,33,1696,57,12,0,0,1.820187534
48061014002,2468,285,2368,2,14,0,0,11.54781199
48061014100,13802,1467,13179,0,16,0,0,10.62889436
48061014200,5462,720,5118,14,0,10,0,13.18198462
48061014300,4176,375,3891,7,59,0,0,8.979885057
48061014400,20553,2209,18889,323,458,0,0,10.7478227
48061014500,8901,615,7927,232,213,0,0,6.90933603
48061980001,0,0,0,0,0,0,0,0
48061980100,0,0,0,0,0,0,0,0
48061990000,0,0,0,0,0,0,0,0
48063950101,3596,274,593,646,0,44,0,7.619577308
48063950102,4355,227,972,419,77,31,70,5.212399541
48063950200,4862,452,1594,1203,44,21,0,9.296585767
48065950100,2266,112,216,10,21,4,0,4.942630185
48065950200,3766,253,384,78,15,122,0,6.718003186
48067950100,7400,382,158,911,91,40,0,5.162162162
48067950200,2080,60,13,388,1,0,0,2.884615385
48067950300,1857,126,18,341,10,20,0,6.785137318
48067950400,5136,200,357,2282,0,96,1,3.894080997
48067950500,2759,170,41,88,30,2,0,6.161652773
48067950600,5828,259,361,902,20,19,0,4.444063143
48067950700,5027,285,387,623,29,165,0,5.669385319
48069950100,1307,49,489,0,0,38,0,3.749043611
48069950200,4260,385,3087,158,77,70,0,9.037558685
48069950300,2220,170,1427,17,15,37,1,7.657657658
48071710100,8726,913,1062,756,0,90,0,10.46298419
48071710200,19137,1279,5588,1117,275,107,0,6.683388201
48071710300,2985,204,366,889,7,3,0,6.834170854
48071710401,5726,256,483,475,17,97,0,4.470834789
48071710500,3718,142,1294,242,261,2,0,3.819257665
48071710600,0,0,0,0,0,0,0,0
48071990000,0,0,0,0,0,0,0,0
48073950100,4514,482,1782,201,20,55,0,10.67789101
48073950200,6362,332,655,650,65,96,0,5.218484753
48073950300,7616,463,1139,634,64,63,0,6.079306723
48073950400,2136,244,854,1052,0,0,0,11.42322097
48073950500,3824,444,1852,1112,0,142,0,11.61087866
48073950600,5636,300,1390,500,0,0,0,5.32292406
48073950700,4210,266,1936,621,21,0,50,6.318289786
48073950801,4323,337,605,228,170,119,0,7.795512376
48073950802,4100,266,463,437,0,33,0,6.487804878
48073950900,4153,181,631,1242,8,91,0,4.358295208
48073951000,3247,231,487,769,0,17,0,7.114259316
48073951100,1782,105,61,260,12,0,0,5.892255892
48075950100,2175,16,692,440,38,0,0,0.735632184
48075950200,5051,329,1549,173,83,112,0,6.513561671
48077030200,3043,158,72,14,6,81,0,5.192244496
48077030301,4552,244,375,6,69,139,0,5.360281195
48077030302,2792,62,169,51,12,76,0,2.220630372
48079950100,2904,215,1684,165,0,33,0,7.403581267
48081950100,1608,59,393,17,6,21,0,3.669154229
48081950200,1667,44,305,3,0,55,0,2.639472106
48083950300,4548,335,1088,147,5,24,0,7.36587511
48083950600,1222,27,133,0,77,15,0,2.209492635
48083950700,2621,142,244,172,7,31,0,5.417779473
48085030100,6272,341,1101,24,59,46,0,5.436862245
48085030201,3285,234,515,72,38,6,0,7.123287671
48085030202,3157,192,407,45,167,45,0,6.081723155
48085030203,20607,2168,3346,2252,1138,120,0,10.52069685
48085030301,6852,525,943,880,536,99,31,7.661996497
48085030302,4178,192,180,178,255,10,0,4.595500239
48085030303,7787,629,538,581,289,120,22,8.077565173
48085030304,5563,357,668,450,432,117,23,6.417400683
48085030305,13956,1223,2804,738,299,122,0,8.763255947
48085030403,5813,224,650,460,382,5,0,3.853431963
48085030404,5763,328,459,768,775,33,0,5.691480132
48085030405,4840,245,803,536,975,20,10,5.061983471
48085030406,4498,281,2061,614,277,24,12,6.247220987
48085030407,4596,196,356,220,527,30,0,4.264577894
48085030408,7520,517,2851,460,466,129,0,6.875
48085030504,3607,112,190,444,509,14,0,3.105073468
48085030505,4686,284,302,385,1429,98,44,6.060606061
48085030506,2833,147,204,219,523,0,0,5.188845747
48085030507,1778,87,165,108,327,15,0,4.893138358
48085030508,6856,182,842,458,699,288,0,2.654609102
48085030509,2828,207,280,183,690,38,57,7.319660537
48085030510,3363,245,336,469,643,30,0,7.285162058
48085030511,10622,781,1142,811,3934,221,0,7.352664282
48085030512,4922,314,357,189,1119,153,0,6.37952052
48085030513,9977,838,1142,1741,1573,83,95,8.399318432
48085030514,7778,486,711,1189,569,45,8,6.248392903
48085030515,6539,374,591,1107,603,51,0,5.71952898
48085030516,6652,625,845,1199,920,47,0,9.395670475
48085030517,7958,793,812,720,1126,134,0,9.96481528
48085030518,6121,533,280,614,2254,172,0,8.707727496
48085030519,4061,382,375,645,818,103,11,9.406550111
48085030520,6551,402,738,1153,1645,21,8,6.136467715
48085030521,4509,413,299,501,1414,33,0,9.15945886
48085030522,10047,1066,1254,852,3067,106,37,10.61013238
48085030523,11209,728,1325,1861,2114,168,0,6.49478098
48085030524,4491,470,817,566,458,54,0,10.46537519
48085030525,6350,319,276,318,170,21,0,5.023622047
48085030526,11414,957,1806,1307,876,220,11,8.384440161
48085030527,5291,444,592,835,264,40,0,8.391608392
48085030528,9408,564,926,751,716,130,27,5.994897959
48085030529,3871,264,637,219,255,68,0,6.819943167
48085030530,6403,397,399,369,475,56,9,6.200218648
48085030531,6914,427,367,424,381,33,0,6.175875036
48085030601,10529,745,619,1057,616,24,0,7.075695698
48085030603,9181,892,2321,1337,639,105,34,9.715717242
48085030604,3008,159,637,498,60,17,4,5.285904255
48085030605,7857,535,1752,1521,312,43,0,6.809214713
48085030701,3432,229,1314,310,82,133,9,6.672494172
48085030702,5209,181,2071,370,14,25,0,3.474755231
48085030801,4492,424,989,807,54,38,48,9.439002671
48085030802,5739,359,2358,1079,165,133,0,6.2554452
48085030900,10443,642,6123,1661,81,47,0,6.147658719
48085031001,6596,446,2077,163,86,63,2,6.761673742
48085031003,6283,433,1587,1076,240,21,0,6.891612287
48085031004,5700,351,1721,282,36,24,0,6.157894737
48085031100,9151,470,1387,562,84,54,0,5.136050705
48085031201,5071,338,726,294,162,34,2,6.665352002
48085031202,4750,347,787,368,126,56,0,7.305263158
48085031308,6958,485,1225,1248,325,11,2,6.970393791
48085031309,10210,818,2326,1571,828,96,0,8.011753183
48085031310,10816,823,2629,1154,1003,197,318,7.609097633
48085031311,11703,821,2185,984,524,151,0,7.015295223
48085031312,6611,370,669,632,1106,15,0,5.596732718
48085031313,13271,565,1799,1177,3433,77,24,4.257403361
48085031314,3119,102,395,254,89,7,0,3.270278936
48085031315,21752,2071,3412,2982,4287,194,0,9.52096359
48085031316,6989,314,445,745,2994,12,29,4.49277436
48085031317,9247,788,967,1597,1750,111,45,8.521682708
48085031405,24879,1310,1633,1596,8134,55,0,5.265484947
48085031406,18614,1243,2101,2173,2559,236,23,6.677769421
48085031407,7872,282,527,72,290,78,0,3.582317073
48085031408,3602,235,283,397,608,15,0,6.524153248
48085031409,11798,895,1272,1572,2611,33,33,7.586031531
48085031410,9227,584,1148,1140,739,78,19,6.329251111
48085031411,5637,360,488,727,1179,31,0,6.386375732
48085031504,7071,375,715,672,549,139,0,5.303351718
48085031505,8294,414,506,420,2098,63,0,4.991560164
48085031506,9488,661,1997,1685,489,60,0,6.966694772
48085031507,5926,387,531,748,874,66,13,6.530543368
48085031508,6507,357,543,1160,665,80,0,5.486399262
48085031611,4312,279,1362,649,387,43,0,6.470315399
48085031612,6326,328,178,796,1228,78,0,5.184950996
48085031613,5360,166,315,292,421,81,0,3.097014925
48085031621,5744,529,611,800,714,10,54,9.209610028
48085031622,6188,241,753,569,1070,21,0,3.894634777
48085031623,2860,159,940,188,484,75,7,5.559440559
48085031624,4161,169,1708,489,605,165,0,4.061523672
48085031625,4504,266,378,365,560,55,0,5.905861456
48085031626,2336,141,77,61,266,31,0,6.035958904
48085031627,5168,266,821,568,421,131,10,5.147058824
48085031628,3770,204,841,375,179,34,10,5.411140584
48085031629,3827,273,1089,369,220,104,0,7.133524954
48085031630,4602,205,405,330,792,10,0,4.454584963
48085031631,4852,531,675,864,778,15,15,10.94394064
